;bname;gname;RNAP_1.0X_60min_1;RNAP_1.0X_60min_2;RNAP_1.0X_60min_3;RNAP_1.0X_125min_1;RNAP_1.0X_125min_2;RNAP_1.0X_125min_3;RNAP_0.5X_60min_1;RNAP_0.5X_60min_2;RNAP_0.5X_60min_3;RNAP_0.5X_125min_1;RNAP_0.5X_125min_2;RNAP_0.5X_125min_3;RNAP_0.25X_1;RNAP_0.25X_2;RNAP_0.25X_3;RNAP_0.5X_1;RNAP_0.5X_2;RNAP_0.5X_3;RNAP_0.75X_1;RNAP_0.75X_2;RNAP_0.75X_3;RNAP_1.0X_1;RNAP_1.0X_2;RNAP_1.0X_3;Start;End;Orientation;Length;Chr
1933;b1890;motA;10.093896193193;7.75565070335387;11.8947058817791;7.96736820200128;15.5006715967881;23.4067375423471;11.1319681249407;17.9795143246129;18.8419577279522;21.3045082884758;23.2345251758535;14.1231022732021;18.0190075676107;5.08854527066839;15.3737454026743;17.9432363223092;20.5527326481899;9.13533487629087;9.09041581254471;10.2731136816082;13.0951161487791;11.554810390284;35.7920048357465;8.72861641135154;1976252;1977139;-;888;NC_000913.3
1934;b1891;flhC;142.436090726168;120.643455385505;130.84176469957;108.555391752267;115.658857299111;120.93481063546;137.294273540935;120.719596179544;145.352245329917;193.802301204844;175.828839168621;169.477227278426;257.956318862637;266.639772183023;399.717380469531;167.730252578108;328.843722371038;301.466050917599;244.431180737313;169.506375746535;216.664649007073;116.703584941868;80.921054411253;108.234843500759;1977266;1977844;-;579;NC_000913.3
1935;b1892;flhD;35.8894086869084;38.7782535167693;51.9041711204907;39.8368410100064;60.8103270335532;53.6404402012121;35.2512323956456;36.8151959980169;42.1700958673216;60.4773138511571;43.9572097921552;67.0847357977101;179.241706856759;174.028248256859;262.378588205641;140.425327739811;178.123682950979;237.518706783563;183.828408653682;142.967498735714;145.236742741005;114.392622863811;45.1290495755065;57.6088683149202;1977847;1978197;-;351;NC_000913.3
1936;b1893;insB5;37.0109527083743;31.0226028134155;24.8707486619018;27.8857887070045;38.1554993151706;24.3820182732782;31.5405763539987;21.4041837197772;31.4032628799203;24.7407193027461;35.1657678337242;30.8942862226297;87.2499313800096;60.044834193887;67.6444797717668;74.8935081278992;43.8458296494717;87.9275981842997;78.7836037087208;130.126106633703;105.951394294667;147.901572995635;80.921054411253;87.2861641135154;1978518;1979021;-;504;NC_000913.3
1937;b1894;insA5;17.9447043434542;19.8199962419043;18.3827272718405;10.9551312777518;26.2319057791798;18.5303338876914;24.1192642707049;23.9726857661505;22.4309020570859;15.1193284627893;12.5592027977586;12.3577144890519;21.8124828450024;16.2833448661388;12.2989963221394;16.3829549029779;12.3316395889139;14.8449191739727;23.2310626320587;30.8193410448245;34.5234880285995;41.5973174050223;18.6740894795199;22.694402669514;1978940;1979215;-;276;NC_000913.3
1938;b1895;uspC;60.563377159158;67.2156394290668;67.0428876973005;266.906834767043;234.894792659019;297.460622933994;45.4555365101746;48.8015388810921;50.2452206078725;247.407193027461;209.738686722569;218.025391342558;164.067805747192;255.444972587553;344.371897019904;417.375279671105;760.451107983025;742.245958698634;650.469753697643;559.884695647645;864.277665819422;1128.90497513074;421.723187412492;600.528809100986;1979753;1980181;+;429;NC_000913.3
1939;b1896;otsA;131.220650511509;139.60171266037;92.9949732575458;1354.45259434022;1548.87480032521;1719.41992863158;105.753697186937;112.157922691633;78.9567752409425;1340.12229556541;1196.8920266264;1270.19651069612;1003.37421087011;899.654803854171;959.321713126875;2635.31531725045;731.677282275559;1360.0229797078;2694.80326531881;2407.33297272351;2080.93300255145;2339.84910403251;8804.83318959364;8281.71125109034;1980188;1981612;-;1425;NC_000913.3
1940;b1897;otsB;50.469480965965;43.0869483519659;47.5788235271165;858.483923765638;905.000749381704;1081.58633060262;36.1788964060573;41.0960327419723;45.7590401964553;655.629061522771;540.045720303621;645.249235106922;253.214474765897;195.400138393666;218.307184717975;976.736168501352;167.162225538611;351.710392737199;1053.47818805379;1123.19376252249;711.898132451811;1422.39715904396;2343.59822967975;2606.36486042957;1981587;1982387;-;801;NC_000913.3
1941;b4460;araH;51.5910249874309;43.9486873190052;49.7414973238036;419.282751630317;513.906881401205;558.835858823537;45.4555365101746;45.3768694859277;51.1424566901559;243.283739810336;222.297889520328;204.784982961431;532.034907654189;546.509762069785;585.227241661801;331.559801607887;612.471432916058;581.235681504007;289.883259800037;276.51797659662;309.520927152961;268.071601054588;272.330471576332;331.687423631359;1982554;1983540;-;987;NC_000913.3
1942;b1900;araG;40.375584772772;43.9486873190052;36.7654545436809;455.135908539323;596.179676799541;626.130229257785;37.106560416469;39.3836980443901;35.8894432913375;245.345466418898;234.229132178199;238.327350860286;826.977610471395;603.501469101271;749.213859290326;425.956827477427;789.224933690491;715.981870929297;271.702428174947;329.595730618262;378.56790321016;343.177868591434;418.610839165905;410.244971333523;1983555;1985069;-;1515;NC_000913.3
1943;b1901;araF;13.4585282575907;15.5113014067077;14.0573796784662;899.316685800894;953.887482879266;903.109956842225;20.408608229058;21.4041837197772;19.7391938102356;304.448295864347;289.489624488337;296.585147737245;1230.03435869427;1265.01235428816;1220.67538497234;822.26830798756;1368.81199436945;1076.82759854279;463.61120643978;435.751238661546;705.945806929638;648.224862894931;754.744449797264;768.118244198936;1985139;1986128;-;990;NC_000913.3
1944;b1902;ftnB;47.1048489015673;41.3634704178873;57.3108556122085;535.805511584586;473.366663378836;402.790941874556;48.2385285414097;50.5138735786743;34.9922072090541;208.234387464779;246.160374836069;233.031187507835;1449.10755596364;2504.58198222298;2411.6281954995;2430.1383106084;4416.09715500773;3208.78637529717;2043.32346541977;1726.73919131697;2077.36160723814;1740.15444477677;722.064793208104;1052.671139209;1986925;1987428;+;504;NC_000913.3
1945;b4537;yecJ;89.7235217172711;105.132153978797;147.061818174724;22.9061835807537;19.0777496575853;9.75280730931129;115.030337291054;134.418273760201;109.462802038579;13.7448440570811;8.79144195843105;5.2961633524508;132.77163470871;129.249049874977;109.666050539076;69.4325231602399;71.2494731803915;85.643764465227;78.7836037087208;83.8970950664666;134.522556801095;82.0391537710162;24.8987859726932;45.388805339028;1987507;1987758;-;252;NC_000913.3
1947;b1904;yecR;8.97235217172711;10.3408676044718;12.9760427801227;5.97552615150096;4.76943741439633;10.7280880402424;11.1319681249407;9.41784083670199;8.97236082283438;7.55966423139463;8.16348181854312;8.82693892075133;31.2961710384817;30.5312716240103;45.0963198478445;21.0637991609716;63.0283801211156;21.6964203311908;24.2411088334526;37.6680834992299;29.7616276108616;36.9753932489087;23.3426118493999;31.4230190808656;1988222;1988545;+;324;NC_000913.3
1948;b1905;ftnA;438.523712393162;469.647737036429;520.123048103251;717.063138180115;579.486645849154;581.267315634953;362.716628070985;320.206588447867;331.977350444872;324.378319747115;352.28563847713;373.379516347781;1414.01790964776;1407.49162186688;1963.73974610159;2664.96066421775;3208.96665747071;2088.565936092;2321.08617080308;1781.52913095221;1705.93649465459;1782.90724322082;3210.38721635413;2407.35240625076;1988716;1989213;+;498;NC_000913.3
1949;b1906;yecH;32.5247766225108;29.2991248793368;50.8228342221471;57.7634194645093;64.3874050943505;55.5910016630744;22.2639362498814;18.835681673404;26.0198463862197;39.8600477655353;38.3055685331639;41.4866129275312;267.440007056116;202.524101772602;257.25400640475;454.822033735054;343.915726313044;308.317552074817;442.400236210509;409.212361650725;332.139764137216;464.503377689416;356.363874234172;424.210757591685;1989251;1989490;-;240;NC_000913.3
1950;b1907;tyrP;1123.78710950882;1132.32500268966;1070.52352936012;180.261705570279;169.31502821107;202.858392033675;1096.49886030666;1119.86689221875;1199.60464201296;212.357840681904;213.506447561897;211.846534098032;129.926528250666;111.947995954705;102.491636017828;173.971378255432;132.907671124961;163.294110913699;179.788223848106;194.333067143754;169.046044829694;182.566004166487;65.3593131783197;153.623648839787;1989681;1990892;+;1212;NC_000913.3
1951;b1908;yecA;1160.79806221719;1166.79456137124;1119.18368978558;3037.55912701299;3290.91181593347;3312.05336224211;1124.32878061901;1030.82548794447;1134.10640800627;2428.71394488624;2518.7481210905;2157.30387223163;832.667823387483;1070.62992494863;815.833422701915;945.530540114727;3033.58333887282;1426.25415756091;1074.68915828306;1197.67383671415;1304.74975446017;1310.3154982582;958.603259948689;1073.61981859624;1990954;1991619;-;666;NC_000913.3
1954;b1910;cysT;21.3093364078519;33.6078197145334;33.5214438486502;19.9184205050032;19.0777496575853;15.6044916948981;33.3959043748221;15.4110122782396;18.8419577279522;10.9958752456649;13.1871629376466;10.5923267049016;279.768801707639;223.895991909409;211.132770196727;129.503357804492;101.393481064403;251.221709097999;106.054851146355;131.838292247305;142.855812532136;140.968686761465;52.9099201919731;66.3374847262717;1991914;1991987;-;74;NC_000913.3
1955;b1911;glyW;150.286898876429;150.804319231881;134.085775394601;97.6002604745157;66.7721238015486;64.3685282414545;102.970705155702;95.0345757158109;107.668329874013;94.8394239938599;86.0305391646467;67.9674296897852;401.160010584175;347.038787459584;383.318718706679;222.340102254701;226.080059130089;391.677482820971;225.24030291083;300.488575187039;288.092555273141;240.340056117907;91.8142732743063;165.843711815679;1992042;1992117;-;76;NC_000913.3
1956;b1912;pgsA;583.202891162262;609.249449696798;566.620534732024;1241.91351848695;1217.39890002466;1228.85372097322;504.649221663979;516.268911321027;507.835622572426;1117.4558218407;1346.34653991973;1113.07699790674;1125.71378856599;1322.00406131965;1257.57237393876;1428.43763939774;1176.98648965301;1592.97401905322;1385.78338831237;1229.34927056578;1726.17440142998;1020.28975746208;706.50305197517;897.301767086939;1992269;1992817;-;549;NC_000913.3
1957;b1913;uvrC;2258.7896592323;2332.72738377544;2289.19021379331;1864.3641592683;1932.81451218411;2006.15246352533;2177.22743243632;2247.43929057661;2187.46156860702;2129.76358664472;2143.22795743751;2292.35603771912;2902.00858720467;2439.44860275842;2500.79591883502;2874.03837440813;2123.78237364629;3143.6971143036;2374.61861947696;2334.56508414545;2472.59602191039;1381.95532267796;1526.60681495075;2161.20542345064;1992874;1994706;-;1833;NC_000913.3
1958;b1914;uvrY;1425.48245128314;1358.10061205397;1178.65721919448;1183.15417799719;1383.13685017494;1493.15479905556;1324.70420686794;1310.79221099916;1405.96894093815;1158.69035401194;1189.35650494774;1151.03283526597;807.061865265089;793.813062224268;709.242121243373;1039.1474252746;879.656957342526;867.856813247633;937.322874893499;1139.4595258517;730.945574122762;808.836727319878;583.565296234998;523.716984681093;1994703;1995359;-;657;NC_000913.3
1960;b1915;yecF;20.187792386386;24.9904300441402;30.2774331536196;12.9469733282521;7.1541561215945;3.90112292372452;27.8299203123518;17.9795143246129;28.71155463307;3.43621101427029;5.02368111910346;4.41346946037566;101.475463670229;103.806323521635;77.8936433735497;95.1771665792052;95.9127523582194;107.340184796418;73.7333727017515;91.6019303276728;79.7611619971092;56.6185709123915;52.9099201919731;57.6088683149202;1995818;1996042;+;225;NC_000913.3
1961;b1916;sdiA;187.297851584803;161.145186836353;140.573796784662;96.6043394492655;108.504701177517;100.453915285906;221.711698488402;222.603510685683;190.214049444089;93.4649395881518;113.660785319716;83.8559197471376;102.423832489576;77.3458881141595;112.740799619611;124.822513546499;79.4705662396675;113.0497690941;120.195497965869;90.7458375208721;84.5230224148471;79.7281916929594;88.7019250277196;102.997673653948;1996110;1996832;-;723;NC_000913.3
1963;b1917;tcyN;427.308272178504;389.506013101772;400.094652387116;589.585246948095;701.107299916261;659.289774109443;369.210276143867;340.754604818854;458.487638046837;495.501628257775;526.230597226087;497.839355130375;385.03774065526;388.764858679065;361.795475142935;476.665973605692;326.103358017946;457.90866067408;476.7418070579;402.36361919632;419.043716760932;342.022387552406;553.997987892424;584.817299560553;1997062;1997814;-;753;NC_000913.3
1964;b1918;tcyL;349.921734697357;354.17471545316;353.597165758343;489.993144423079;538.946427826785;541.280805666777;337.669699789868;310.788747611165;330.182878280305;399.974962061061;436.432297222113;383.971843052683;240.885680114374;289.029371373964;263.403504565819;327.659098059559;260.334613543738;361.987644473026;346.445847078093;317.610431323052;320.235113092871;276.159968327787;459.071366371531;485.311072471146;1997811;1998479;-;669;NC_000913.3
1965;b1919;dcyD;620.213843870636;598.046843125287;588.247272698895;934.17392168465;1025.42904409521;1074.7593654861;613.185910882151;581.33762982915;593.970286471636;942.209060112913;897.983000039743;943.599770628317;676.186968195074;690.006738702633;776.88660101514;889.360409018803;753.600197100295;902.114319033724;967.624260935314;815.000352074247;957.133943965311;807.68124628085;1333.64122366238;1246.446423541;1998494;1999480;-;987;NC_000913.3
1966;b1920;tcyJ;1080.04689267165;1077.17370879915;892.102941133434;4602.15105768099;5276.19013967594;6061.36974273697;693.892679787971;736.303919960337;706.124796757065;4447.14429466861;4079.85702885189;4153.95745610558;895.260165464446;1035.01010805395;1223.75013405287;1912.90502010009;2196.40202900322;1386.28706747714;1953.42935349572;2321.72369204344;1788.07858686057;2220.83455701258;4632.73036504423;4551.10059687869;1999585;2000385;-;801;NC_000913.3
1967;b1921;fliZ;13.4585282575907;25.8521690111796;22.7080748652147;24.898025631254;36.9631399615716;25.3572990042094;31.5405763539987;15.4110122782396;31.4032628799203;29.5514147227245;27.0022860151811;30.0115923305545;43.6249656900048;40.7083621653471;101.46671965765;23.4042212899685;112.354938476771;28.547921488409;24.2411088334526;49.6533827944394;32.1425578197306;36.9753932489087;38.9043530823332;24.4401259517843;2000473;2001024;-;552;NC_000913.3
1968;b1922;fliA;13.4585282575907;15.5113014067077;9.73203208509201;2.98776307575048;7.1541561215945;3.90112292372452;14.8426241665876;13.6986775806574;20.6364298925191;3.43621101427029;9.41940209831898;2.6480816762254;88.1983001993575;101.770905413368;210.107853836548;14.0425327739811;339.805179783406;37.6832563646999;19.1908778264833;12.8413921020102;16.6665114620825;26.5760638976531;49.7975719453865;8.72861641135154;2001070;2001789;-;720;NC_000913.3
1969;b1923;fliC;114.397490189521;112.887804682151;120.028395716135;208.147494277283;237.279511366217;220.413445190435;81.6344329162319;113.870257389215;113.051746367713;252.217888447439;281.954102809681;282.462045464043;426.765968706569;501.730563687903;497.084434686468;594.4672207652;879.656957342526;487.598499022025;529.264209530381;618.955099316892;574.994645441847;768.394890953884;1598.19082462225;513.242644987471;2002110;2003606;-;1497;NC_000913.3
1970;b1924;fliD;26.9170565151813;9.4791286374325;31.3587700519631;21.9102625555035;23.8471870719817;21.4561760804848;24.1192642707049;21.4041837197772;24.2253742216528;13.7448440570811;24.4904454556293;25.5981228701789;32.2445398578296;23.4073082450746;63.5448143310537;35.1063319349527;75.3600197100295;22.8383371907272;23.2310626320587;32.5315266584258;22.6188369842549;35.8199122098803;49.7975719453865;15.7115095404328;2003872;2005278;+;1407;NC_000913.3
1971;b1925;fliS;2.24308804293178;5.17043380223591;5.40668449171778;13.9428943535022;13.1159528895899;15.6044916948981;12.9872961457642;12.8425102318663;11.6640690696847;9.6213908399568;15.0710433573104;14.1231022732021;17.0706387482627;15.2656358120052;32.7973235257051;12.4822513546499;32.8843722371038;12.5610854549;10.1004620139386;11.9852992952095;5.95232552217233;11.554810390284;12.4493929863466;3.49144656454062;2005303;2005713;+;411;NC_000913.3
1973;b1927;amyA;82.9942575884758;96.5147643084037;83.2629411724538;780.802083796125;769.071783071408;838.741428600771;93.6940650515843;84.7605675303179;96.9014968866113;1416.40618008221;1402.23499236975;1350.52165487495;1142.78442731426;1317.93322510311;1421.55899156728;1179.57275301441;763.191472336117;826.747806304324;1034.28731022731;996.492027115992;915.467665310104;904.741653559235;2861.80421273643;2636.04215622817;2006156;2007643;+;1488;NC_000913.3
1974;b1928;yedD;1672.22213600564;1712.27532750713;1553.88112291969;1042.72931343692;1131.54902656553;1139.12789372756;1734.73169946993;1775.69108139272;1817.80030270624;752.530212125193;821.999823113303;766.178298321215;510.222424809187;616.731686805009;440.714034876663;482.907099283017;500.116494439287;409.948152573553;472.701622252325;337.300565879468;391.663019358939;378.997780801314;522.874505426558;487.056795753416;2007677;2008090;-;414;NC_000913.3
1975;b1929;yedE;877.047424786325;802.278978313606;762.342513332207;2445.98203801439;2639.88360886837;2851.72085724262;921.170362338844;882.708536603613;888.263721460603;2042.48382688226;2163.32268191393;2122.87881044069;4598.64040501811;3841.85167935463;2805.19607780797;1241.98400978766;2227.91621906378;1259.5342960686;656.530030906007;499.958199171597;557.13766887533;317.757285732809;459.071366371531;408.499248051252;2008277;2009482;+;1206;NC_000913.3
1976;b1930;yedF;68.4141853094192;53.4278159564377;77.8562566807361;297.780386549798;269.473213913393;220.413445190435;68.6471367704677;77.9112287399892;61.9092896775572;168.374339699244;207.854806302906;203.902289069356;1119.07520683056;1675.14910310403;1244.24846125644;326.878957349893;996.122442348936;484.172748443416;155.547115014654;136.974849088109;164.284184411956;80.8836727319878;152.505064082746;141.403585863895;2009479;2009712;+;234;NC_000913.3
1977;b1931;yedK;8.97235217172711;6.03217276927523;8.65069518674845;45.8123671615073;27.4242651327789;23.4067375423471;2.78299203123518;3.42466939516436;3.58894432913375;21.3045082884758;42.0733293724914;37.9558373592307;204.847664979153;174.028248256859;143.48829042496;116.240965740177;39.7352831198337;61.6635104149634;73.7333727017515;96.7384871684768;67.8565109527646;103.993293512556;188.297068918493;129.183522888003;2009821;2010489;+;669;NC_000913.3
1978;b1932;yedL;3.36463206439767;1.72347793407864;2.16267379668711;11.9510523030019;16.6930309503872;9.75280730931129;5.56598406247035;4.28083674395545;0.897236082283438;13.0576018542271;5.65164125899139;19.4192656256529;59.7472356189196;41.7260712194808;49.1959852885577;37.4467540639496;6.85091088272996;17.1287528930454;24.2411088334526;42.804640340034;21.4283718798204;32.3534690927951;23.3426118493999;29.6772957985952;2010600;2011079;+;480;NC_000913.3
1980;b1938;fliF;68.4141853094192;89.6208525720891;74.6122459857054;31.8694728080051;26.2319057791798;14.6292109639669;77.923776874585;88.1852369254822;77.1623030763756;27.4896881141623;20.7226846163018;27.3635106543291;51.2119162447882;80.3990152765605;216.257351997618;14.8226734836467;405.573924257613;35.3994226456271;15.1506930209078;17.9779489428143;20.2379067753859;20.7986587025112;18.6740894795199;10.4743396936219;2013229;2014887;+;1659;NC_000913.3
1981;b1939;fliG;38.1324967298402;30.1608638463761;27.0334224585889;23.9021046060038;23.8471870719817;22.431456811416;42.6725444789394;38.527530695599;34.9922072090541;26.8024459113082;30.7700468545087;36.1904495750805;82.5080872832699;93.6292329802983;229.581264679936;28.8652062576278;372.68955202051;41.1090069433089;26.2612012362403;31.6754338516252;34.5234880285995;33.5089501318235;40.4605272056265;24.4401259517843;2014880;2015875;+;996;NC_000913.3
1982;b1940;fliH;32.5247766225108;24.1286910771009;29.196096255276;13.9428943535022;22.6548277183826;22.431456811416;25.0469282811166;25.6850204637327;25.1226103039363;30.9258991284326;26.3743258752931;19.4192656256529;36.0380151352214;44.7791983818818;111.715883259433;10.141829225653;150.720039420059;18.2706697525817;19.1908778264833;22.2584129768177;16.6665114620825;17.332215585426;17.1179153562266;17.4572328227031;2015868;2016554;+;687;NC_000913.3
1983;b1941;fliI;26.9170565151813;24.9904300441402;34.6027807469938;20.9143415302534;23.8471870719817;23.4067375423471;41.7448804685277;38.527530695599;25.1226103039363;13.7448440570811;18.838804196638;14.1231022732021;33.1929086771776;37.6552350029461;114.790632339968;15.6028141933123;183.604411657163;39.9670900837726;12.1205544167263;16.2657633292129;19.0474416709515;12.7102914293124;15.5617412329333;12.2200629758922;2016554;2017927;+;1374;NC_000913.3
1985;b1943;fliK;23.5524244507837;23.2669521100616;23.7894117635582;16.9306574292527;15.5006715967881;24.3820182732782;24.1192642707049;28.253522510106;21.5336659748025;30.9258991284326;21.9786048960776;26.480816762254;51.2119162447882;29.5135625698766;73.7939779328365;14.0425327739811;168.532407715157;26.2640877693363;18.1808316250894;19.6901345564156;20.2379067753859;18.4876966244544;17.1179153562266;15.7115095404328;2018386;2019513;+;1128;NC_000913.3
1986;b1944;fliL;17.9447043434542;14.6495624396684;14.0573796784662;15.9347364040026;10.7312341823917;6.8269651165179;20.408608229058;29.109689858897;21.5336659748025;10.9958752456649;11.9312426578707;11.4750205969767;73.9727679091386;81.4167243306942;155.787286747099;12.4822513546499;287.738257074658;29.6898383479453;9.09041581254471;15.4096705224122;22.6188369842549;18.4876966244544;21.7864377261066;10.4743396936219;2019618;2020082;+;465;NC_000913.3
1987;b1945;fliM;71.7788173738169;71.5243342642634;62.7175401039263;41.8286830605067;29.8089838399771;45.8381943537631;75.1407848433498;79.6235634375713;69.9844144181081;30.9258991284326;54.0045720303621;40.6039190354561;110.01078304436;127.21363176671;296.200828091524;42.1275983219433;411.054652963797;53.6700923982089;25.2511550348464;35.0998050788279;30.9520927152961;33.5089501318235;29.5673083425732;20.9486793872437;2020087;2021091;+;1005;NC_000913.3
1988;b1946;fliN;28.0386005366472;19.8199962419043;25.9520855602454;6.97144717675112;10.7312341823917;8.77752657838016;29.6852483331752;35.1028613004347;43.067331949605;8.93414863710275;20.7226846163018;8.82693892075133;51.2119162447882;41.7260712194808;154.762370386921;13.2623920643155;194.565869069531;18.2706697525817;4.04018480557543;5.99264964760476;5.95232552217233;4.62192415611359;3.11234824658665;1.74572328227031;2021088;2021501;+;414;NC_000913.3
1989;b1947;fliO;25.7955124937154;16.3730403737471;7.56935828840489;6.97144717675112;4.76943741439633;0.975280730931129;9.27664010411726;25.6850204637327;23.3281381393694;7.55966423139463;6.27960139887932;7.9442450286762;28.4510645804379;17.3010539202725;43.046487127488;9.3616885159874;64.3985622976616;12.5610854549;5.05023100696928;5.99264964760476;1.19046510443447;3.46644311708519;3.11234824658665;1.74572328227031;2021504;2021869;+;366;NC_000913.3
1990;b1948;fliP;8.97235217172711;14.6495624396684;10.8133689834356;4.9796051262508;10.7312341823917;4.87640365465564;18.5532802082345;12.8425102318663;16.1502494811019;6.87242202854057;5.65164125899139;6.17885724452593;30.3478022191338;9.1593814872031;52.2707343690925;12.4822513546499;54.8072870618397;12.5610854549;4.04018480557543;6.84874245440544;4.76186041773786;10.3993293512556;10.8932188630533;1.74572328227031;2021869;2022606;+;738;NC_000913.3
1992;b1950;fliR;19.0662483649201;15.5113014067077;19.464064170184;3.98368410100064;3.57707806079725;8.77752657838016;12.9872961457642;7.70550613911981;23.3281381393694;5.49793762283246;6.27960139887932;9.70963281282646;58.7988667995717;65.1333794645554;45.0963198478445;15.6028141933123;20.5527326481899;19.4125866121181;21.210970229271;12.8413921020102;11.9046510443447;15.0212535073692;15.5617412329333;3.49144656454062;2022893;2023678;+;786;NC_000913.3
1993;b1951;rcsA;17.9447043434542;17.2347793407864;9.73203208509201;10.9551312777518;22.6548277183826;13.6539302330358;11.1319681249407;9.41784083670199;23.3281381393694;17.8682972742055;21.3506447561897;22.9500411939535;49.3151786060924;47.8323255442828;61.4949816106971;34.3261912252871;15.0720039420059;28.547921488409;30.3013860418157;37.6680834992299;23.8093020886893;39.2863553269655;51.3537460686798;26.1858492340546;2023968;2024591;+;624;NC_000913.3
1994;b1952;dsrB;13.4585282575907;10.3408676044718;9.73203208509201;3.98368410100064;2.38471870719817;5.85168438558677;7.42131208329381;5.99317144153763;8.07512474055094;12.370359651373;6.90756153876725;5.2961633524508;67.334186173703;63.097961356288;70.7192288523017;70.2126638699055;119.205849359501;52.5281755386725;78.7836037087208;95.0263015548755;44.0472088640752;119.014547019925;112.04453687712;78.5575477021639;2024635;2024823;-;189;NC_000913.3
1995;b1953;yodD;5.60772010732944;7.75565070335387;5.40668449171778;188.22907377228;145.467841139088;118.984249173598;7.42131208329381;6.84933879032872;5.38341649370063;145.008104802206;140.663071334897;144.761798300322;420.127386971133;417.260712194808;427.390122194345;1655.45858591044;386.39137378597;737.678291260488;1812.02288530058;2241.25096820418;1717.84114569893;2075.243946095;2264.23334939179;3791.71096909111;2024986;2025213;+;228;NC_000913.3
1996;b1954;dsrA;0;0;1.08133689834356;11.9510523030019;9.53887482879266;4.87640365465564;0;0;0;15.8065706656433;18.838804196638;16.7711839494275;122.339577695883;105.841741629902;114.790632339968;386.16965128448;73.9898375334835;175.855196368599;386.847695133847;497.389920751195;316.663717779568;476.0581880797;303.453954042199;563.86862017331;2025223;2025313;-;91;NC_000913.3
1997;b1955;yedP;30.281688579579;24.1286910771009;30.2774331536196;473.062486993826;519.8686781692;454.480820613906;24.1192642707049;24.8288531149416;34.0949711267706;431.588103392348;378.659964352423;400.74302700211;978.716621567064;807.043279928006;718.466368484978;2424.67732564074;606.990704209874;1355.45531226966;2692.78317291602;2787.43817894301;1997.60044524103;1875.34572634309;2399.62049811831;3725.37348436484;2025511;2026326;+;816;NC_000913.3
1998;b1956;dgcQ;240.0104205937;240.42517180397;251.951497314049;448.164461362572;405.402180223688;433.999925264352;217.073378436344;225.172012732057;218.028367994875;438.460525420889;394.358967849621;380.441067484382;387.882847113304;400.977367328669;394.59279866864;701.346497989389;346.656090666136;583.51951522308;681.781185940853;805.58333119944;704.755341825204;656.31323016813;712.727748468344;951.419188837318;2026323;2028017;-;1695;NC_000913.3
1999;b1957;yodC;10.093896193193;4.30869483519659;22.7080748652147;39.8368410100064;31.0013431935762;29.2584219279339;7.42131208329381;13.6986775806574;8.07512474055094;33.6748679398488;18.21084405675;28.2462045464043;41.7282280513089;113.983414062972;64.569730691232;53.8297089669275;284.997892721566;90.2114319033724;51.5123562710867;166.082004519332;79.7611619971092;303.891513264469;276.998993946212;354.381826300873;2028188;2028370;-;183;NC_000913.3
2000;b1958;yedI;595.539875398387;570.471196180029;439.022780727484;775.822478669874;895.461874552911;877.752657838016;509.287541716037;569.351286946075;498.863261749591;594.46450546876;616.656857369949;570.220254280536;179.241706856759;242.214754883815;184.484944832091;184.113207481086;367.208823314326;227.241455047736;211.099656091316;238.84989309739;215.474183902638;350.110754825604;427.947883905665;357.873272865413;2028449;2029366;-;918;NC_000913.3
2001;b1959;yedA;207.485643971189;241.286910771009;208.698021380306;159.347364040026;218.201761708632;208.710076419262;177.18382598864;218.322673941728;205.467062842907;169.061581902098;178.968639868061;186.248411227853;64.4890797156593;82.4344333848279;63.5448143310537;66.3119603215774;94.5425701816734;75.3665127293997;63.632910687813;74.4800741916592;65.4755807438956;78.572710653931;40.4605272056265;50.625975185839;2029539;2030459;+;921;NC_000913.3
2002;b1960;vsr;153.651530940827;147.357363363723;148.143155073067;59.7552615150096;48.8867334975624;51.6898787393498;125.234641405583;135.274441108992;136.379884507083;68.7242202854057;83.518698605095;69.7328174739355;128.029790611971;146.55010379525;109.666050539076;70.9928045795711;75.3600197100295;78.7922633080088;67.6730954933884;53.9338468284428;57.1423250128544;55.4630898733631;52.9099201919731;50.625975185839;2030448;2030918;-;471;NC_000913.3
2003;b1961;dcm;1201.17364698997;1143.52760926118;1106.20764700546;445.176698286821;462.635429196444;462.283066461355;1216.16751764977;1213.18913323697;1182.55715644957;419.904985943829;481.645427294044;436.050782685116;950.265556986626;829.432879118947;531.93159093253;684.183402376746;515.188498381293;625.770439025925;590.877027815406;483.692435842384;511.89999490682;313.135361576696;365.700918973932;469.599562930713;2030899;2032317;-;1419;NC_000913.3
2004;b1962;yedJ;328.612398289505;280.065164287779;308.181016027914;182.253547620779;156.19907532148;165.797724258292;283.865187185988;279.966723054686;275.451477261015;113.394963470919;136.267350355681;150.057961652773;177.344969218063;176.063666365126;129.139461382464;171.630956126436;121.946213712593;167.861778351845;213.119748494104;208.886644859366;219.045579215942;238.02909403985;164.954457069093;226.94402669514;2032384;2033079;-;696;NC_000913.3
2005;b1963;yedR;275.899829280609;313.672984002312;223.836737957116;43.820525111007;42.924936729567;43.8876328919008;243.975634738284;276.542053659522;315.82710096377;52.9176496197624;55.8884524500259;59.1404907690339;8.53531937413137;11.1947995954705;3.07474908053485;14.8226734836467;4.11054652963797;20.5545034716545;25.2511550348464;37.6680834992299;36.9044182374684;43.9082794830791;23.3426118493999;43.6430820567577;2033119;2033484;-;366;NC_000913.3
